,song_id,cnt_chart_wks,tot_streams,avg_daily_streams,song_cluster_num,song_cluster_color,speech,days,song_title,song_release_date,track,acou,dance,ener,instru,live,loud,temp,val,pop,dur,top_song,top_song_flag,alb_id,alb_title,wk1_alb_sales,top_s_cnt,record_type,alb_num,alb_ann_mo,alb_ann_day,alb_ann_yr,alb_ann_date,album_release_mo,alb_r_day,alb_r_yr,alb_r_date,top_alb_count,top_alb_normal,alb_track_cnt,tvflag,sales_group,tot_streams_group,alb_genre,alb_cluster_num,last_stream_update
206,RED01,1.0,59354386,14709,3,yellow,0.0328,4035,State Of Grace,10/22/2012,1,0.000197,0.588,0.825,0.00138,0.0885,-5.882,129.968,0.397,49,295186,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
207,RED02,22.0,240273420,59547,3,yellow,0.0437,4035,Red,10/22/2012,2,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,124.978,0.641,55,220826,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
208,RED03,0.0,53831211,13341,3,yellow,0.0334,4035,Treacherous,10/22/2012,3,0.101,0.705,0.621,4.3e-06,0.147,-8.086,109.993,0.395,47,240773,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
209,RED04,36.0,744007056,184388,3,yellow,0.0363,4035,I Knew You Were Trouble.,10/22/2012,4,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,77.019,0.679,54,217973,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,High total streams,Pop rock,4,11/9/2023
210,RED05,1.0,235791862,58436,3,yellow,0.0243,4035,All Too Well,10/22/2012,5,0.0382,0.602,0.609,0.0002,0.127,-7.803,93.06,0.337,61,327893,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
211,RED06,20.0,359657667,89134,3,yellow,0.0378,4035,22,10/22/2012,6,0.00215,0.658,0.729,0.0013,0.0752,-6.561,104.007,0.668,60,230133,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,High total streams,Pop rock,3,11/9/2023
212,RED07,1.0,60551307,15006,3,yellow,0.027,4035,I Almost Do,10/22/2012,7,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,145.865,0.233,47,242573,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
213,RED08,24.0,619078111,153427,3,yellow,0.0916,4035,We Are Never Ever Getting Back Together,10/22/2012,8,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,85.984,0.75,53,191880,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,High total streams,Pop rock,4,11/9/2023
214,RED09,1.0,55712410,13807,3,yellow,0.0245,4035,Stay Stay Stay,10/22/2012,9,0.307,0.729,0.748,1.29e-06,0.09,-6.67,99.981,0.928,48,204826,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
215,RED10,0.0,64705166,16035,3,yellow,0.0276,4035,The Last Time,10/22/2012,10,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,94.069,0.123,49,298293,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
216,RED11,0.0,52937702,13119,3,yellow,0.0774,4035,Holy Ground,10/22/2012,11,0.0162,0.627,0.816,0.00208,0.0966,-6.698,157.043,0.648,47,201853,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
217,RED12,0.0,38737839,9600,3,yellow,0.029,4035,Sad Beautiful Tragic,10/22/2012,12,0.632,0.624,0.34,0.0337,0.121,-12.411,129.987,0.261,45,283680,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,1,11/9/2023
218,RED13,0.0,42729034,10589,3,yellow,0.0369,4035,The Lucky One,10/22/2012,13,0.0371,0.706,0.499,0.0,0.132,-7.675,117.937,0.545,45,240133,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
219,RED14,20.0,262007479,64933,3,yellow,0.0287,4035,Everything Has Changed,10/22/2012,14,0.36,0.624,0.458,3.89e-06,0.303,-6.755,80.017,0.436,49,243933,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,High total streams,Pop rock,3,11/9/2023
220,RED15,0.0,42339527,10493,3,yellow,0.0406,4035,Starlight,10/22/2012,15,0.0213,0.649,0.777,0.000335,0.221,-5.804,126.018,0.587,45,217826,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
221,RED16,20.0,120600986,29888,3,yellow,0.0263,4035,Begin Again,10/22/2012,16,0.199,0.53,0.526,3.52e-06,0.232,-8.349,79.025,0.323,46,237613,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
222,RED17,1.0,31328227,7764,3,yellow,0.0312,4035,The Moment I Knew,10/22/2012,17,0.187,0.62,0.506,1.47e-05,0.102,-7.327,126.015,0.275,43,285560,top song,True,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
223,RED18,0.0,41164936,10201,3,yellow,0.0254,4035,Come Back...Be Here,10/22/2012,18,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,79.926,0.217,48,222706,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
224,RED19,0.0,22485728,5572,3,yellow,0.0284,4035,Girl At Home,10/22/2012,19,0.272,0.733,0.59,0.0,0.136,-5.86,125.048,0.633,41,220320,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
225,RED20,0.0,16242772,4025,3,yellow,0.0355,4035,Treacherous - Original Demo Recording,10/22/2012,20,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,109.993,0.519,39,239720,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
226,RED21,0.0,17153175,4251,3,yellow,0.0358,4035,Red - Original Demo Recording,10/22/2012,21,0.113,0.678,0.902,0.000235,0.0722,-4.659,124.998,0.637,40,226280,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
227,RED22,0.0,23321913,5779,4,pink,0.0305,4035,State Of Grace - Acoustic,10/22/2012,22,0.664,0.626,0.118,0.000169,0.127,-15.91,105.597,0.0682,42,323080,not top,False,RED,Red (Deluxe Edition),1208000,11,original,4,August,13,2012,8/13/2012,October,22,2012,10/22/2012,185,0.045848823,22,False,High first week sales,Low total streams,Pop rock,1,11/9/2023
228,SPEAK01,23.0,211174531,44589,3,yellow,0.0296,4736,Mine,10/25/2010,1,0.00265,0.624,0.757,1.87e-06,0.189,-2.94,121.07,0.658,55,230706,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
229,SPEAK02,20.0,171715922,36257,3,yellow,0.0308,4736,Sparks Fly,10/25/2010,2,0.0396,0.605,0.787,1.42e-06,0.163,-3.002,114.987,0.374,55,260933,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
230,SPEAK03,20.0,358743493,75748,3,yellow,0.0303,4736,Back To December,10/25/2010,3,0.117,0.529,0.67,0.0,0.334,-4.663,141.893,0.286,55,293026,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,High total streams,Pop rock,3,11/9/2023
231,SPEAK04,3.0,136557835,28834,3,yellow,0.0304,4736,Speak Now,10/25/2010,4,0.095,0.709,0.599,0.0,0.0973,-3.734,118.975,0.735,50,240760,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
232,SPEAK05,1.0,136051836,28727,3,yellow,0.028,4736,Dear John,10/25/2010,5,0.166,0.589,0.47,1.45e-06,0.112,-5.32,119.386,0.102,55,403920,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
233,SPEAK06,20.0,216851178,45787,3,yellow,0.0459,4736,Mean,10/25/2010,6,0.452,0.568,0.761,0.0,0.217,-3.987,163.974,0.789,57,237733,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
234,SPEAK07,12.0,146372196,30906,3,yellow,0.0398,4736,The Story Of Us,10/25/2010,7,0.00478,0.543,0.818,0.000368,0.0357,-3.611,139.898,0.683,51,265666,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
235,SPEAK08,1.0,80984799,17099,3,yellow,0.0305,4736,Never Grow Up,10/25/2010,8,0.819,0.714,0.305,0.0,0.174,-8.837,124.91,0.554,54,290466,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
236,SPEAK09,1.0,706939153,149269,3,yellow,0.0288,4736,Enchanted,10/25/2010,9,0.0739,0.455,0.623,0.000424,0.146,-3.878,163.893,0.208,55,352186,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,High total streams,Pop rock,3,11/9/2023
237,SPEAK10,1.0,178798328,37753,3,yellow,0.0827,4736,Better Than Revenge,10/25/2010,10,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,145.821,0.635,63,217160,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
238,SPEAK11,1.0,50126002,10584,3,yellow,0.0259,4736,Innocent,10/25/2010,11,0.186,0.552,0.608,0.0,0.125,-5.29,134.05,0.17,46,302253,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
239,SPEAK12,2.0,97540331,20595,3,yellow,0.057,4736,Haunted,10/25/2010,12,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,162.088,0.352,56,242080,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
240,SPEAK13,1.0,117246328,24756,3,yellow,0.0319,4736,Last Kiss,10/25/2010,13,0.57,0.371,0.341,3.09e-05,0.101,-9.475,89.038,0.196,52,367133,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
241,SPEAK14,1.0,94802909,20017,3,yellow,0.0347,4736,Long Live,10/25/2010,14,0.036,0.418,0.68,7.59e-05,0.114,-4.3,204.12,0.142,52,317453,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
242,SPEAK15,20.0,69036851,14577,3,yellow,0.0284,4736,Ours,10/25/2010,15,0.537,0.608,0.569,0.0,0.097,-7.227,159.845,0.238,55,237920,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
243,SPEAK16,2.0,41847543,8836,3,yellow,0.0265,4736,If This Was A Movie,10/25/2010,16,0.166,0.511,0.719,4.54e-06,0.34,-3.457,147.852,0.289,51,234546,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
244,SPEAK17,1.0,24705654,5216,3,yellow,0.0324,4736,Superman,10/25/2010,17,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,131.982,0.559,47,275960,top song,True,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
245,SPEAK18,0.0,73336731,15484,3,yellow,0.0266,4736,Back To December - Acoustic,10/25/2010,18,0.748,0.541,0.453,0.0,0.2,-6.459,141.757,0.377,51,292560,not top,False,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
246,SPEAK19,0.0,22690146,4790,3,yellow,0.0247,4736,Haunted - Acoustic Version,10/25/2010,19,0.842,0.563,0.443,0.0,0.293,-5.078,80.962,0.313,50,217613,not top,False,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Low total streams,Pop rock,3,11/9/2023
247,SPEAK20,0.0,50279826,10616,3,yellow,0.0285,4736,Mine - POP Mix,10/25/2010,20,0.00727,0.695,0.723,1.2e-06,0.1,-3.806,121.011,0.679,46,230333,not top,False,SPEAK,Speak Now (Deluxe Edition),1047000,17,original,3,August,4,2010,8/4/2010,October,25,2010,10/25/2010,193,0.040751689,20,False,High first week sales,Medium total streams,Pop rock,3,11/9/2023
248,FEAR01,3.0,24404082,4456,3,yellow,0.0271,5476,Jump Then Fall,11/11/2008,1,0.111,0.618,0.687,0.0,0.0693,-5.737,79.991,0.82,46,237066,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
249,FEAR02,2.0,21532839,3932,3,yellow,0.0335,5476,Untouchable,11/11/2008,2,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,200.017,0.288,45,311040,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
250,FEAR03,0.0,26273315,4797,3,yellow,0.0347,5476,Forever & Always - Piano Version,11/11/2008,3,0.852,0.592,0.16,0.0,0.116,-10.785,118.929,0.294,46,267506,not top,False,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
251,FEAR04,1.0,15968974,2916,3,yellow,0.0258,5476,Come In With The Rain,11/11/2008,4,0.0868,0.527,0.475,4.34e-06,0.248,-6.205,143.962,0.224,45,238106,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
252,FEAR05,1.0,13160501,2403,3,yellow,0.0239,5476,Superstar,11/11/2008,5,0.367,0.61,0.531,0.0,0.351,-6.123,85.979,0.228,43,261453,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
253,FEAR06,2.0,14228895,2598,3,yellow,0.0347,5476,The Other Side Of The Door,11/11/2008,6,0.169,0.476,0.816,0.0,0.238,-4.279,163.847,0.469,44,237600,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
254,FEAR07,15.0,109468260,19990,3,yellow,0.0273,5476,Fearless,11/11/2008,7,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,99.979,0.467,48,242000,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
255,FEAR08,21.0,109138949,19930,3,yellow,0.0263,5476,Fifteen,11/11/2008,8,0.0728,0.559,0.636,0.0,0.144,-4.4,95.485,0.214,47,294346,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
256,FEAR09,49.0,801382039,146344,3,yellow,0.0308,5476,Love Story,11/11/2008,9,0.157,0.618,0.736,0.0,0.073,-3.937,118.982,0.307,53,235280,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,High total streams,Country pop,3,11/9/2023
257,FEAR10,1.0,47113871,8603,3,yellow,0.0317,5476,Hey Stephen,11/11/2008,10,0.168,0.843,0.553,2.66e-06,0.107,-7.348,115.997,0.825,45,254320,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
258,FEAR11,22.0,105906816,19340,3,yellow,0.0256,5476,White Horse,11/11/2008,11,0.302,0.585,0.346,0.0,0.102,-8.014,92.564,0.195,46,234440,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
259,FEAR12,50.0,580132823,105940,3,yellow,0.0384,5476,You Belong With Me,11/11/2008,12,0.164,0.687,0.771,2.46e-05,0.112,-4.424,129.964,0.445,54,231146,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,High total streams,Country pop,3,11/9/2023
260,FEAR13,1.0,65944061,12042,3,yellow,0.0273,5476,Breathe,11/11/2008,13,0.373,0.498,0.486,0.0,0.113,-7.384,147.952,0.17,46,263986,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
261,FEAR14,0.0,30029289,5483,3,yellow,0.0386,5476,Tell Me Why,11/11/2008,14,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,100.015,0.513,43,200560,not top,False,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
262,FEAR15,5.0,444440461,81161,3,yellow,0.0275,5476,You're Not Sorry,11/11/2008,15,0.13,0.459,0.459,2.3e-06,0.113,-4.126,134.018,0.281,44,261800,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,High total streams,Country pop,3,11/9/2023
263,FEAR16,1.0,66369553,12120,3,yellow,0.0329,5476,The Way I Loved You,11/11/2008,16,0.0322,0.436,0.712,0.0,0.111,-3.689,160.886,0.379,46,244240,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
264,FEAR17,3.0,51497767,9404,3,yellow,0.0549,5476,Forever & Always,11/11/2008,17,0.0907,0.605,0.829,0.0,0.106,-4.993,128.012,0.514,45,225333,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Medium total streams,Country pop,3,11/9/2023
265,FEAR18,0.0,37804588,6903,3,yellow,0.0292,5476,The Best Day,11/11/2008,18,0.611,0.664,0.447,1e-06,0.139,-8.535,126.079,0.364,44,245346,not top,False,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
266,FEAR19,3.0,25774421,4706,3,yellow,0.036,5476,Change,11/11/2008,19,0.00471,0.548,0.756,0.0,0.117,-4.175,96.038,0.224,43,281053,top song,True,FEAR,Fearless Platinum Edition,592300,16,original,2,September,15,2008,9/15/2008,November,11,2008,11/11/2008,261,0.047662527,19,False,Medium first week sales,Low total streams,Country pop,3,11/9/2023
267,DEBUT01,15.0,112816077,18123,3,yellow,0.0251,6225,Tim McGraw,10/24/2006,1,0.575,0.58,0.491,0.0,0.121,-6.462,76.009,0.425,68,232106,top song,True,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Medium total streams,Country pop,3,11/9/2023
268,DEBUT02,20.0,163382463,26246,3,yellow,0.0323,6225,Picture To Burn,10/24/2006,2,0.173,0.658,0.877,0.0,0.0962,-2.098,105.586,0.821,72,173066,top song,True,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Medium total streams,Country pop,3,11/9/2023
269,DEBUT03,48.0,191317513,30733,3,yellow,0.0231,6225,Teardrops On My Guitar - Radio Single Remix,10/24/2006,3,0.288,0.621,0.417,0.0,0.119,-6.941,99.953,0.289,69,203040,top song,True,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Medium total streams,Country pop,3,11/9/2023
270,DEBUT04,0.0,34771836,5585,3,yellow,0.0324,6225,A Place in this World,10/24/2006,4,0.051,0.576,0.777,0.0,0.32,-2.881,115.028,0.428,60,199200,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
271,DEBUT05,0.0,35979422,5779,3,yellow,0.0266,6225,Cold As You,10/24/2006,5,0.217,0.418,0.482,0.0,0.123,-5.769,175.558,0.261,60,239013,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
272,DEBUT06,0.0,24615529,3954,3,yellow,0.0293,6225,The Outside,10/24/2006,6,0.00491,0.589,0.805,0.0,0.24,-4.055,112.982,0.591,58,207106,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
273,DEBUT07,0.0,27809046,4467,3,yellow,0.0294,6225,Tied Together with a Smile,10/24/2006,7,0.525,0.479,0.578,0.0,0.0841,-4.963,146.165,0.192,59,248106,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
274,DEBUT08,0.0,29504431,4739,3,yellow,0.0246,6225,Stay Beautiful,10/24/2006,8,0.0868,0.594,0.629,0.0,0.137,-4.919,131.597,0.504,59,236053,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
275,DEBUT09,20.0,103848381,16682,3,yellow,0.0289,6225,Should've Said No,10/24/2006,9,0.0103,0.476,0.777,0.0,0.196,-3.771,167.964,0.472,69,242200,top song,True,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Medium total streams,Country pop,3,11/9/2023
276,DEBUT10,0.0,37893761,6087,3,yellow,0.0292,6225,Mary's Song (Oh My My My),10/24/2006,10,0.0177,0.403,0.627,0.0,0.182,-5.28,74.9,0.374,62,213080,not top,False,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,Low total streams,Country pop,3,11/9/2023
277,DEBUT11,36.0,280561783,45070,3,yellow,0.0303,6225,Our Song,10/24/2006,11,0.111,0.668,0.672,0.0,0.329,-4.931,89.011,0.539,77,201106,top song,True,DEBUT,Debut,39000,5,original,1,June,19,2006,6/19/2006,October,24,2006,10/24/2006,284,0.04562249,15,False,Low first week sales,High total streams,Country pop,3,11/9/2023
