,alb_state_key,alb_num,alb_id,state,state_num,st_group_alb_search_avg,alb_group_st_search_avg,alb_r_date,record_type,tvflag,st_alb_pop_group,album_event,alb_track_cnt,wk1_alb_sales,tot_alb_plays,top_s_cnt,avg_daily_alb_streams,top_alb_count,top_alb_n,days_sr,alb_ann_day,alb_ann_yr,alb_r_day,alb_r_yr,acou_m,dance_m,ener_m,instru_m,live_m,loud_m,speech_m,temp_m,val_m,dur_m,color,alb_genre
172,"EVER, Maine",9,EVER,Maine,20,69.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
173,"EVER, Maryland",9,EVER,Maryland,21,56.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
174,"EVER, Massachusetts",9,EVER,Massachusetts,22,87.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
175,"EVER, Michigan",9,EVER,Michigan,23,56.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
176,"EVER, Minnesota",9,EVER,Minnesota,24,69.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
177,"EVER, Mississippi",9,EVER,Mississippi,25,39.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
178,"EVER, Missouri",9,EVER,Missouri,26,58.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
179,"EVER, Montana",9,EVER,Montana,27,62.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
180,"EVER, Nebraska",9,EVER,Nebraska,28,63.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
181,"EVER, Nevada",9,EVER,Nevada,29,42.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
182,"EVER, New Hampshire",9,EVER,New Hampshire,30,82.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
183,"EVER, New Jersey",9,EVER,New Jersey,31,58.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
184,"EVER, New Mexico",9,EVER,New Mexico,32,43.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
185,"EVER, New York",9,EVER,New York,33,52.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
186,"EVER, North Carolina",9,EVER,North Carolina,34,53.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
187,"EVER, North Dakota",9,EVER,North Dakota,35,50.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
188,"EVER, Ohio",9,EVER,Ohio,36,58.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
189,"EVER, Oklahoma",9,EVER,Oklahoma,37,51.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
190,"EVER, Oregon",9,EVER,Oregon,38,65.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
191,"EVER, Pennsylvania",9,EVER,Pennsylvania,39,65.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
192,"EVER, Rhode Island",9,EVER,Rhode Island,40,78.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
193,"EVER, South Carolina",9,EVER,South Carolina,41,51.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
194,"EVER, South Dakota",9,EVER,South Dakota,42,45.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
195,"EVER, Tennessee",9,EVER,Tennessee,43,62.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
196,"EVER, Texas",9,EVER,Texas,44,47.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
197,"EVER, Utah",9,EVER,Utah,45,83.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
198,"EVER, Vermont",9,EVER,Vermont,46,76.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
199,"EVER, Virginia",9,EVER,Virginia,47,62.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
200,"EVER, Washington",9,EVER,Washington,48,65.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
201,"EVER, West Virginia",9,EVER,West Virginia,49,52.0,58.0,2020-12-11,original,False,Medium search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
202,"EVER, Wisconsin",9,EVER,Wisconsin,50,64.0,58.0,2020-12-11,original,False,High search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
203,"EVER, Wyoming",9,EVER,Wyoming,51,45.0,58.0,2020-12-11,original,False,Low search popularity,evermore,17,154500.0,3801516966.0,15,3584268.0,151,0,1059,10,2020,11,2020,0.83,0.546,0.517,6.59e-05,0.114,-10.381,0.0377,122.079,0.354,245026.0,chocolate,alt
204,"FEAR, Alabama",2,FEAR,Alabama,1,70.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
205,"FEAR, Alaska",2,FEAR,Alaska,2,46.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
206,"FEAR, Arizona",2,FEAR,Arizona,3,42.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
207,"FEAR, Arkansas",2,FEAR,Arkansas,4,67.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
208,"FEAR, California",2,FEAR,California,5,28.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
209,"FEAR, Colorado",2,FEAR,Colorado,6,41.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
210,"FEAR, Connecticut",2,FEAR,Connecticut,7,64.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
211,"FEAR, Delaware",2,FEAR,Delaware,8,62.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
212,"FEAR, District of Columbia",2,FEAR,District of Columbia,9,37.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
213,"FEAR, Florida",2,FEAR,Florida,10,37.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
214,"FEAR, Georgia",2,FEAR,Georgia,11,54.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
215,"FEAR, Hawaii",2,FEAR,Hawaii,12,24.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
216,"FEAR, Idaho",2,FEAR,Idaho,13,59.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
217,"FEAR, Illinois",2,FEAR,Illinois,14,47.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
218,"FEAR, Indiana",2,FEAR,Indiana,15,71.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
219,"FEAR, Iowa",2,FEAR,Iowa,16,77.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
220,"FEAR, Kansas",2,FEAR,Kansas,17,85.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
221,"FEAR, Kentucky",2,FEAR,Kentucky,18,76.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
222,"FEAR, Louisiana",2,FEAR,Louisiana,19,62.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
223,"FEAR, Maine",2,FEAR,Maine,20,68.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
224,"FEAR, Maryland",2,FEAR,Maryland,21,42.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
225,"FEAR, Massachusetts",2,FEAR,Massachusetts,22,47.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
226,"FEAR, Michigan",2,FEAR,Michigan,23,70.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
227,"FEAR, Minnesota",2,FEAR,Minnesota,24,60.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
228,"FEAR, Mississippi",2,FEAR,Mississippi,25,64.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
229,"FEAR, Missouri",2,FEAR,Missouri,26,61.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
230,"FEAR, Montana",2,FEAR,Montana,27,49.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
231,"FEAR, Nebraska",2,FEAR,Nebraska,28,81.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
232,"FEAR, Nevada",2,FEAR,Nevada,29,39.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
233,"FEAR, New Hampshire",2,FEAR,New Hampshire,30,68.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
234,"FEAR, New Jersey",2,FEAR,New Jersey,31,48.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
235,"FEAR, New Mexico",2,FEAR,New Mexico,32,47.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
236,"FEAR, New York",2,FEAR,New York,33,38.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
237,"FEAR, North Carolina",2,FEAR,North Carolina,34,60.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
238,"FEAR, North Dakota",2,FEAR,North Dakota,35,77.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
239,"FEAR, Ohio",2,FEAR,Ohio,36,65.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
240,"FEAR, Oklahoma",2,FEAR,Oklahoma,37,59.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
241,"FEAR, Oregon",2,FEAR,Oregon,38,38.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
242,"FEAR, Pennsylvania",2,FEAR,Pennsylvania,39,67.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
243,"FEAR, Rhode Island",2,FEAR,Rhode Island,40,67.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
244,"FEAR, South Carolina",2,FEAR,South Carolina,41,68.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
245,"FEAR, South Dakota",2,FEAR,South Dakota,42,85.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
246,"FEAR, Tennessee",2,FEAR,Tennessee,43,69.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
247,"FEAR, Texas",2,FEAR,Texas,44,52.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
248,"FEAR, Utah",2,FEAR,Utah,45,63.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
249,"FEAR, Vermont",2,FEAR,Vermont,46,35.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
250,"FEAR, Virginia",2,FEAR,Virginia,47,35.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
251,"FEAR, Washington",2,FEAR,Washington,48,41.0,57.0,2008-11-11,original,False,Low search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
252,"FEAR, West Virginia",2,FEAR,West Virginia,49,81.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
253,"FEAR, Wisconsin",2,FEAR,Wisconsin,50,69.0,57.0,2008-11-11,original,False,High search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
254,"FEAR, Wyoming",2,FEAR,Wyoming,51,54.0,57.0,2008-11-11,original,False,Medium search popularity,Fearless,19,592300.0,2590571504.0,16,473068.0,261,0,5476,15,2008,11,2008,0.13,0.592,0.636,0.0,0.113,-4.993,0.0308,118.982,0.307,244240.0,goldenrod,country
255,"FEARTV, Alabama",10,FEARTV,Alabama,1,48.0,56.0,2021-04-09,Taylor's Version,True,Low search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
256,"FEARTV, Alaska",10,FEARTV,Alaska,2,62.0,56.0,2021-04-09,Taylor's Version,True,Medium search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
257,"FEARTV, Arizona",10,FEARTV,Arizona,3,51.0,56.0,2021-04-09,Taylor's Version,True,Medium search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
258,"FEARTV, Arkansas",10,FEARTV,Arkansas,4,47.0,56.0,2021-04-09,Taylor's Version,True,Low search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
259,"FEARTV, California",10,FEARTV,California,5,51.0,56.0,2021-04-09,Taylor's Version,True,Medium search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
260,"FEARTV, Colorado",10,FEARTV,Colorado,6,57.0,56.0,2021-04-09,Taylor's Version,True,Medium search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
261,"FEARTV, Connecticut",10,FEARTV,Connecticut,7,76.0,56.0,2021-04-09,Taylor's Version,True,High search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
262,"FEARTV, Delaware",10,FEARTV,Delaware,8,50.0,56.0,2021-04-09,Taylor's Version,True,Low search popularity,Fearless(Taylor's Version),26,179000.0,3776863210.0,8,4000902.0,121,0,944,11,2021,9,2021,0.111,0.566,0.625,0.0,0.13,-6.089,0.03435,129.0315,0.4225,241989.5,darkgoldenrod,country
