,chart_week,chart_position,song_title,artist,prior_wk_position,peak_pos,wks_on_chart,alb_title,song_r_date,track,acou,dance,ener,instru,live,loud,speech,temp,val,pop,dur,alb_id,song_id,days,tot_streams,last_stream_update,avg_daily_streams,top_song,top_song_flag,top_s_cnt,record_type,alb_num,alb_ann_mo,alb_ann_day,alb_ann_yr,alb_ann_date,alb_r_mo,alb_r_day,alb_r_yr,alb_r_date,wk1_alb_sales,top_alb_count,top_alb_normal,alb_track_cnt,tvflag,sales_group,tot_streams_group,alb_genre,song_cluster_num,song_cluster_color
0,7/27/2013,65.0,22,Taylor Swift,55.0,20.0,20.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
1,7/20/2013,55.0,22,Taylor Swift,49.0,20.0,19.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
2,7/13/2013,49.0,22,Taylor Swift,41.0,20.0,18.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
3,7/6/2013,41.0,22,Taylor Swift,32.0,20.0,17.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
4,6/29/2013,32.0,22,Taylor Swift,26.0,20.0,16.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
5,6/22/2013,26.0,22,Taylor Swift,24.0,20.0,15.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
6,6/15/2013,24.0,22,Taylor Swift,23.0,20.0,14.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
7,6/8/2013,23.0,22,Taylor Swift,26.0,20.0,13.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
8,6/1/2013,26.0,22,Taylor Swift,25.0,20.0,12.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
9,5/25/2013,25.0,22,Taylor Swift,21.0,20.0,11.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
10,5/18/2013,21.0,22,Taylor Swift,20.0,20.0,10.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
11,5/11/2013,20.0,22,Taylor Swift,24.0,20.0,9.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
12,5/4/2013,24.0,22,Taylor Swift,32.0,24.0,8.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
13,4/27/2013,32.0,22,Taylor Swift,34.0,26.0,7.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
14,4/20/2013,34.0,22,Taylor Swift,33.0,26.0,6.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
15,4/13/2013,33.0,22,Taylor Swift,26.0,26.0,5.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
16,4/6/2013,26.0,22,Taylor Swift,64.0,26.0,4.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
17,3/30/2013,64.0,22,Taylor Swift,0.0,44.0,3.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
18,1/12/2013,84.0,22,Taylor Swift,0.0,44.0,2.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
19,11/10/2012,44.0,22,Taylor Swift,0.0,44.0,1.0,Red (Deluxe Edition),10/22/2012,6.0,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60.0,230133.0,RED,RED06,4035.0,359657667.0,11/9/2023,89134.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,High total streams,Pop rock,3,yellow
20,12/9/2023,98.0,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,76.0,3.0,5.0,1989 (Taylor's Version)[Deluxe],10/27/2023,17.0,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82.0,180381.0,1989TV,1989TV17,13.0,57165016.0,11/9/2023,4397308.0,top song,True,14.0,Taylor's Version,14.0,August,9.0,2023.0,8/9/2023,October,27.0,2023.0,10/27/2023,1359000.0,1.0,0.076923077,22.0,True,High first week sales,Medium total streams,Synth/Dream/Dance pop,4,pink
21,12/2/2023,76.0,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,49.0,3.0,4.0,1989 (Taylor's Version)[Deluxe],10/27/2023,17.0,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82.0,180381.0,1989TV,1989TV17,13.0,57165016.0,11/9/2023,4397308.0,top song,True,14.0,Taylor's Version,14.0,August,9.0,2023.0,8/9/2023,October,27.0,2023.0,10/27/2023,1359000.0,1.0,0.076923077,22.0,True,High first week sales,Medium total streams,Synth/Dream/Dance pop,4,pink
22,11/25/2023,49.0,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,31.0,3.0,3.0,1989 (Taylor's Version)[Deluxe],10/27/2023,17.0,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82.0,180381.0,1989TV,1989TV17,13.0,57165016.0,11/9/2023,4397308.0,top song,True,14.0,Taylor's Version,14.0,August,9.0,2023.0,8/9/2023,October,27.0,2023.0,10/27/2023,1359000.0,1.0,0.076923077,22.0,True,High first week sales,Medium total streams,Synth/Dream/Dance pop,4,pink
23,11/18/2023,31.0,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,3.0,3.0,2.0,1989 (Taylor's Version)[Deluxe],10/27/2023,17.0,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82.0,180381.0,1989TV,1989TV17,13.0,57165016.0,11/9/2023,4397308.0,top song,True,14.0,Taylor's Version,14.0,August,9.0,2023.0,8/9/2023,October,27.0,2023.0,10/27/2023,1359000.0,1.0,0.076923077,22.0,True,High first week sales,Medium total streams,Synth/Dream/Dance pop,4,pink
24,11/11/2023,3.0,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,0.0,3.0,1.0,1989 (Taylor's Version)[Deluxe],10/27/2023,17.0,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82.0,180381.0,1989TV,1989TV17,13.0,57165016.0,11/9/2023,4397308.0,top song,True,14.0,Taylor's Version,14.0,August,9.0,2023.0,8/9/2023,October,27.0,2023.0,10/27/2023,1359000.0,1.0,0.076923077,22.0,True,High first week sales,Medium total streams,Synth/Dream/Dance pop,4,pink
25,1/27/2018,96.0,...Ready For It?,Taylor Swift,80.0,4.0,20.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
26,1/20/2018,80.0,...Ready For It?,Taylor Swift,58.0,4.0,19.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
27,1/13/2018,58.0,...Ready For It?,Taylor Swift,61.0,4.0,18.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
28,1/6/2018,61.0,...Ready For It?,Taylor Swift,59.0,4.0,17.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
29,12/30/2017,37.0,...Ready For It?,Taylor Swift,43.0,4.0,15.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
30,12/23/2017,43.0,...Ready For It?,Taylor Swift,31.0,4.0,14.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
31,12/16/2017,31.0,...Ready For It?,Taylor Swift,24.0,4.0,13.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
32,12/9/2017,24.0,...Ready For It?,Taylor Swift,18.0,4.0,12.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
33,12/2/2017,18.0,...Ready For It?,Taylor Swift,30.0,4.0,11.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
34,11/25/2017,30.0,...Ready For It?,Taylor Swift,19.0,4.0,10.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
35,11/18/2017,19.0,...Ready For It?,Taylor Swift,46.0,4.0,9.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
36,11/11/2017,46.0,...Ready For It?,Taylor Swift,52.0,4.0,8.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
37,11/4/2017,52.0,...Ready For It?,Taylor Swift,53.0,4.0,7.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
38,10/28/2017,53.0,...Ready For It?,Taylor Swift,47.0,4.0,6.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
39,10/21/2017,47.0,...Ready For It?,Taylor Swift,39.0,4.0,5.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
40,10/14/2017,39.0,...Ready For It?,Taylor Swift,34.0,4.0,4.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
41,10/7/2017,34.0,...Ready For It?,Taylor Swift,21.0,4.0,3.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
42,9/30/2017,21.0,...Ready For It?,Taylor Swift,4.0,4.0,2.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
43,9/23/2017,4.0,...Ready For It?,Taylor Swift,0.0,4.0,1.0,reputation,11/10/2017,1.0,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,85.0,208186.0,REP,REP01,2190.0,581235215.0,11/9/2023,265404.0,top song,True,6.0,original,6.0,August,24.0,2017.0,8/24/2017,November,10.0,2017.0,11/10/2017,1216000.0,267.0,0.121917808,15.0,False,High first week sales,High total streams,Synth/Dream/Dance pop,1,orange
44,11/27/2021,52.0,22 (Taylor's Version),Taylor Swift,0.0,52.0,1.0,Red (Taylor's Version),11/12/2021,6.0,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,0.642,80.0,230960.0,REDTV,REDTV06,727.0,58311786.0,11/9/2023,80208.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
45,1/2/2021,91.0,‘tis the damn season,Taylor Swift,39.0,39.0,2.0,evermore (deluxe version),12/11/2020,4.0,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,74.0,229840.0,EVER,EVER04,1063.0,215079170.0,11/9/2023,202332.0,not top,False,9.0,original,9.0,December,10.0,2020.0,12/10/2020,December,11.0,2020.0,12/11/2020,154500.0,151.0,0.1420507996237064,17.0,False,Low first week sales,Medium total streams,Alternative/Folk/Indie,4,pink
46,12/26/2020,39.0,‘tis the damn season,Taylor Swift,0.0,39.0,1.0,evermore (deluxe version),12/11/2020,4.0,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,74.0,229840.0,EVER,EVER04,1063.0,215079170.0,11/9/2023,202332.0,not top,False,9.0,original,9.0,December,10.0,2020.0,12/10/2020,December,11.0,2020.0,12/11/2020,154500.0,151.0,0.1420507996237064,17.0,False,Low first week sales,Medium total streams,Alternative/Folk/Indie,4,pink
47,9/7/2019,75.0,Afterglow,Taylor Swift,0.0,75.0,1.0,Lover,8/23/2019,15.0,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,82.0,223293.0,LOVE,LOVE15,1539.0,311046463.0,11/9/2023,202109.0,top song,True,7.0,original,7.0,June,13.0,2019.0,6/13/2019,August,23.0,2019.0,8/23/2019,679000.0,219.0,0.1423001949317738,18.0,False,Medium first week sales,High total streams,Synth/Dream/Dance pop,4,pink
48,11/10/2012,80.0,All Too Well,Taylor Swift,0.0,80.0,1.0,Red (Deluxe Edition),10/22/2012,5.0,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,61.0,327893.0,RED,RED05,4035.0,235791862.0,11/9/2023,58436.0,top song,True,4.0,original,4.0,August,13.0,2012.0,8/13/2012,October,22.0,2012.0,10/22/2012,1208000.0,185.0,0.045848823,22.0,False,High first week sales,Medium total streams,Pop rock,3,yellow
49,3/5/2022,99.0,All Too Well (Taylor's Version),Taylor Swift,96.0,1.0,15.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
50,2/26/2022,96.0,All Too Well (Taylor's Version),Taylor Swift,84.0,1.0,14.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
51,2/19/2022,84.0,All Too Well (Taylor's Version),Taylor Swift,75.0,1.0,13.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
52,2/12/2022,75.0,All Too Well (Taylor's Version),Taylor Swift,77.0,1.0,12.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
53,2/5/2022,77.0,All Too Well (Taylor's Version),Taylor Swift,74.0,1.0,11.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
54,1/29/2022,74.0,All Too Well (Taylor's Version),Taylor Swift,82.0,1.0,10.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
55,1/22/2022,82.0,All Too Well (Taylor's Version),Taylor Swift,55.0,1.0,9.0,Red (Taylor's Version),11/12/2021,5.0,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78.0,329160.0,REDTV,REDTV05,727.0,57826282.0,11/9/2023,79540.0,top song,True,11.0,Taylor's Version,11.0,June,18.0,2021.0,6/18/2021,November,12.0,2021.0,11/12/2021,369000.0,103.0,0.1416781292984869,30.0,True,Low first week sales,Medium total streams,Pop rock,2,purple
