period_state,period,period_start_date,state,g_search_score,album_event,album_id,album_release_date,album_release_day,periods_from_release,us_search_avg,us_peak_search,global_search_avg,global_peak_search
"2023/10/27-2023/11/08, New York",2023/10/27-2023/11/08,2023-10-27,New York,53,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, North Carolina",2023/10/27-2023/11/08,2023-10-27,North Carolina,65,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, North Dakota",2023/10/27-2023/11/08,2023-10-27,North Dakota,68,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Ohio",2023/10/27-2023/11/08,2023-10-27,Ohio,77,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Oklahoma",2023/10/27-2023/11/08,2023-10-27,Oklahoma,65,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Oregon",2023/10/27-2023/11/08,2023-10-27,Oregon,60,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Pennsylvania",2023/10/27-2023/11/08,2023-10-27,Pennsylvania,80,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Rhode Island",2023/10/27-2023/11/08,2023-10-27,Rhode Island,79,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, South Carolina",2023/10/27-2023/11/08,2023-10-27,South Carolina,58,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, South Dakota",2023/10/27-2023/11/08,2023-10-27,South Dakota,75,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Tennessee",2023/10/27-2023/11/08,2023-10-27,Tennessee,71,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Texas",2023/10/27-2023/11/08,2023-10-27,Texas,61,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Utah",2023/10/27-2023/11/08,2023-10-27,Utah,89,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Vermont",2023/10/27-2023/11/08,2023-10-27,Vermont,74,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Virginia",2023/10/27-2023/11/08,2023-10-27,Virginia,59,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Washington",2023/10/27-2023/11/08,2023-10-27,Washington,72,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, West Virginia",2023/10/27-2023/11/08,2023-10-27,West Virginia,68,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Wisconsin",2023/10/27-2023/11/08,2023-10-27,Wisconsin,63,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2023/10/27-2023/11/08, Wyoming",2023/10/27-2023/11/08,2023-10-27,Wyoming,64,1989 (Taylor's Version),1989TV,2023-10-27,Friday,0,52,2023-10-27,55,2023-10-27
"2020/11/15-2020/11/27, Alabama",2020/11/15-2020/11/27,2020-11-15,Alabama,56,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Alaska",2020/11/15-2020/11/27,2020-11-15,Alaska,42,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Arizona",2020/11/15-2020/11/27,2020-11-15,Arizona,65,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Arkansas",2020/11/15-2020/11/27,2020-11-15,Arkansas,54,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, California",2020/11/15-2020/11/27,2020-11-15,California,56,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Colorado",2020/11/15-2020/11/27,2020-11-15,Colorado,68,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Connecticut",2020/11/15-2020/11/27,2020-11-15,Connecticut,86,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Delaware",2020/11/15-2020/11/27,2020-11-15,Delaware,59,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, District of Columbia",2020/11/15-2020/11/27,2020-11-15,District of Columbia,84,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Florida",2020/11/15-2020/11/27,2020-11-15,Florida,51,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Georgia",2020/11/15-2020/11/27,2020-11-15,Georgia,53,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Hawaii",2020/11/15-2020/11/27,2020-11-15,Hawaii,49,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Idaho",2020/11/15-2020/11/27,2020-11-15,Idaho,70,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Illinois",2020/11/15-2020/11/27,2020-11-15,Illinois,61,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Indiana",2020/11/15-2020/11/27,2020-11-15,Indiana,66,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Iowa",2020/11/15-2020/11/27,2020-11-15,Iowa,61,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Kansas",2020/11/15-2020/11/27,2020-11-15,Kansas,63,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Kentucky",2020/11/15-2020/11/27,2020-11-15,Kentucky,53,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Louisiana",2020/11/15-2020/11/27,2020-11-15,Louisiana,39,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Maine",2020/11/15-2020/11/27,2020-11-15,Maine,75,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Maryland",2020/11/15-2020/11/27,2020-11-15,Maryland,61,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Massachusetts",2020/11/15-2020/11/27,2020-11-15,Massachusetts,87,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Michigan",2020/11/15-2020/11/27,2020-11-15,Michigan,60,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Minnesota",2020/11/15-2020/11/27,2020-11-15,Minnesota,79,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Mississippi",2020/11/15-2020/11/27,2020-11-15,Mississippi,48,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Missouri",2020/11/15-2020/11/27,2020-11-15,Missouri,63,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Montana",2020/11/15-2020/11/27,2020-11-15,Montana,66,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Nebraska",2020/11/15-2020/11/27,2020-11-15,Nebraska,77,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Nevada",2020/11/15-2020/11/27,2020-11-15,Nevada,48,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, New Hampshire",2020/11/15-2020/11/27,2020-11-15,New Hampshire,94,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, New Jersey",2020/11/15-2020/11/27,2020-11-15,New Jersey,59,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, New Mexico",2020/11/15-2020/11/27,2020-11-15,New Mexico,50,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, New York",2020/11/15-2020/11/27,2020-11-15,New York,55,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, North Carolina",2020/11/15-2020/11/27,2020-11-15,North Carolina,56,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, North Dakota",2020/11/15-2020/11/27,2020-11-15,North Dakota,56,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Ohio",2020/11/15-2020/11/27,2020-11-15,Ohio,56,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Oklahoma",2020/11/15-2020/11/27,2020-11-15,Oklahoma,58,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Oregon",2020/11/15-2020/11/27,2020-11-15,Oregon,72,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Pennsylvania",2020/11/15-2020/11/27,2020-11-15,Pennsylvania,74,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Rhode Island",2020/11/15-2020/11/27,2020-11-15,Rhode Island,93,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, South Carolina",2020/11/15-2020/11/27,2020-11-15,South Carolina,52,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, South Dakota",2020/11/15-2020/11/27,2020-11-15,South Dakota,42,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Tennessee",2020/11/15-2020/11/27,2020-11-15,Tennessee,64,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Texas",2020/11/15-2020/11/27,2020-11-15,Texas,54,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Utah",2020/11/15-2020/11/27,2020-11-15,Utah,89,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Vermont",2020/11/15-2020/11/27,2020-11-15,Vermont,100,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Virginia",2020/11/15-2020/11/27,2020-11-15,Virginia,64,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Washington",2020/11/15-2020/11/27,2020-11-15,Washington,73,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, West Virginia",2020/11/15-2020/11/27,2020-11-15,West Virginia,59,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Wisconsin",2020/11/15-2020/11/27,2020-11-15,Wisconsin,77,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/15-2020/11/27, Wyoming",2020/11/15-2020/11/27,2020-11-15,Wyoming,37,evermore,EVER,2020-12-11,Friday,-2,63,2020-11-25,75,2020-11-25
"2020/11/28-2020/12/10, Alabama",2020/11/28-2020/12/10,2020-11-28,Alabama,48,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Alaska",2020/11/28-2020/12/10,2020-11-28,Alaska,37,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Arizona",2020/11/28-2020/12/10,2020-11-28,Arizona,53,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Arkansas",2020/11/28-2020/12/10,2020-11-28,Arkansas,55,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, California",2020/11/28-2020/12/10,2020-11-28,California,45,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Colorado",2020/11/28-2020/12/10,2020-11-28,Colorado,57,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Connecticut",2020/11/28-2020/12/10,2020-11-28,Connecticut,66,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Delaware",2020/11/28-2020/12/10,2020-11-28,Delaware,43,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, District of Columbia",2020/11/28-2020/12/10,2020-11-28,District of Columbia,100,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Florida",2020/11/28-2020/12/10,2020-11-28,Florida,37,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Georgia",2020/11/28-2020/12/10,2020-11-28,Georgia,45,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Hawaii",2020/11/28-2020/12/10,2020-11-28,Hawaii,44,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Idaho",2020/11/28-2020/12/10,2020-11-28,Idaho,51,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Illinois",2020/11/28-2020/12/10,2020-11-28,Illinois,56,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Indiana",2020/11/28-2020/12/10,2020-11-28,Indiana,54,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Iowa",2020/11/28-2020/12/10,2020-11-28,Iowa,52,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Kansas",2020/11/28-2020/12/10,2020-11-28,Kansas,47,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Kentucky",2020/11/28-2020/12/10,2020-11-28,Kentucky,61,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Louisiana",2020/11/28-2020/12/10,2020-11-28,Louisiana,38,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Maine",2020/11/28-2020/12/10,2020-11-28,Maine,66,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Maryland",2020/11/28-2020/12/10,2020-11-28,Maryland,51,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Massachusetts",2020/11/28-2020/12/10,2020-11-28,Massachusetts,84,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Michigan",2020/11/28-2020/12/10,2020-11-28,Michigan,52,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Minnesota",2020/11/28-2020/12/10,2020-11-28,Minnesota,67,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Mississippi",2020/11/28-2020/12/10,2020-11-28,Mississippi,30,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Missouri",2020/11/28-2020/12/10,2020-11-28,Missouri,52,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Montana",2020/11/28-2020/12/10,2020-11-28,Montana,66,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Nebraska",2020/11/28-2020/12/10,2020-11-28,Nebraska,47,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Nevada",2020/11/28-2020/12/10,2020-11-28,Nevada,36,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, New Hampshire",2020/11/28-2020/12/10,2020-11-28,New Hampshire,68,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, New Jersey",2020/11/28-2020/12/10,2020-11-28,New Jersey,51,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, New Mexico",2020/11/28-2020/12/10,2020-11-28,New Mexico,32,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, New York",2020/11/28-2020/12/10,2020-11-28,New York,48,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, North Carolina",2020/11/28-2020/12/10,2020-11-28,North Carolina,49,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, North Dakota",2020/11/28-2020/12/10,2020-11-28,North Dakota,46,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Ohio",2020/11/28-2020/12/10,2020-11-28,Ohio,54,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Oklahoma",2020/11/28-2020/12/10,2020-11-28,Oklahoma,54,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Oregon",2020/11/28-2020/12/10,2020-11-28,Oregon,60,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Pennsylvania",2020/11/28-2020/12/10,2020-11-28,Pennsylvania,62,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Rhode Island",2020/11/28-2020/12/10,2020-11-28,Rhode Island,60,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, South Carolina",2020/11/28-2020/12/10,2020-11-28,South Carolina,54,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, South Dakota",2020/11/28-2020/12/10,2020-11-28,South Dakota,42,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Tennessee",2020/11/28-2020/12/10,2020-11-28,Tennessee,54,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Texas",2020/11/28-2020/12/10,2020-11-28,Texas,43,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Utah",2020/11/28-2020/12/10,2020-11-28,Utah,78,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Vermont",2020/11/28-2020/12/10,2020-11-28,Vermont,49,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Virginia",2020/11/28-2020/12/10,2020-11-28,Virginia,59,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Washington",2020/11/28-2020/12/10,2020-11-28,Washington,58,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, West Virginia",2020/11/28-2020/12/10,2020-11-28,West Virginia,58,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Wisconsin",2020/11/28-2020/12/10,2020-11-28,Wisconsin,64,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/11/28-2020/12/10, Wyoming",2020/11/28-2020/12/10,2020-11-28,Wyoming,34,evermore,EVER,2020-12-11,Friday,-1,34,2020-12-10,38,2020-12-10
"2020/12/11-2020/12/23, Alabama",2020/12/11-2020/12/23,2020-12-11,Alabama,40,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Alaska",2020/12/11-2020/12/23,2020-12-11,Alaska,35,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Arizona",2020/12/11-2020/12/23,2020-12-11,Arizona,46,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Arkansas",2020/12/11-2020/12/23,2020-12-11,Arkansas,46,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, California",2020/12/11-2020/12/23,2020-12-11,California,51,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Colorado",2020/12/11-2020/12/23,2020-12-11,Colorado,55,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Connecticut",2020/12/11-2020/12/23,2020-12-11,Connecticut,63,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Delaware",2020/12/11-2020/12/23,2020-12-11,Delaware,50,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, District of Columbia",2020/12/11-2020/12/23,2020-12-11,District of Columbia,100,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Florida",2020/12/11-2020/12/23,2020-12-11,Florida,32,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Georgia",2020/12/11-2020/12/23,2020-12-11,Georgia,39,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Hawaii",2020/12/11-2020/12/23,2020-12-11,Hawaii,34,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Idaho",2020/12/11-2020/12/23,2020-12-11,Idaho,44,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Illinois",2020/12/11-2020/12/23,2020-12-11,Illinois,50,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Indiana",2020/12/11-2020/12/23,2020-12-11,Indiana,45,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Iowa",2020/12/11-2020/12/23,2020-12-11,Iowa,47,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Kansas",2020/12/11-2020/12/23,2020-12-11,Kansas,49,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Kentucky",2020/12/11-2020/12/23,2020-12-11,Kentucky,48,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Louisiana",2020/12/11-2020/12/23,2020-12-11,Louisiana,34,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Maine",2020/12/11-2020/12/23,2020-12-11,Maine,62,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Maryland",2020/12/11-2020/12/23,2020-12-11,Maryland,49,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Massachusetts",2020/12/11-2020/12/23,2020-12-11,Massachusetts,81,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Michigan",2020/12/11-2020/12/23,2020-12-11,Michigan,49,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Minnesota",2020/12/11-2020/12/23,2020-12-11,Minnesota,60,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Mississippi",2020/12/11-2020/12/23,2020-12-11,Mississippi,32,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Missouri",2020/12/11-2020/12/23,2020-12-11,Missouri,49,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Montana",2020/12/11-2020/12/23,2020-12-11,Montana,45,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Nebraska",2020/12/11-2020/12/23,2020-12-11,Nebraska,46,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, Nevada",2020/12/11-2020/12/23,2020-12-11,Nevada,36,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, New Hampshire",2020/12/11-2020/12/23,2020-12-11,New Hampshire,71,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, New Jersey",2020/12/11-2020/12/23,2020-12-11,New Jersey,50,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, New Mexico",2020/12/11-2020/12/23,2020-12-11,New Mexico,37,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, New York",2020/12/11-2020/12/23,2020-12-11,New York,43,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
"2020/12/11-2020/12/23, North Carolina",2020/12/11-2020/12/23,2020-12-11,North Carolina,46,evermore,EVER,2020-12-11,Friday,0,36,2020-12-11,39,2020-12-11
