period_state,period,period_start_date,state,g_search_score,album_event,album_id,album_release_date,album_release_day,periods_from_release,us_search_avg,us_peak_search,global_search_avg,global_peak_search
"2014/10/01-2014/10/13, Missouri",2014/10/01-2014/10/13,2014-10-01,Missouri,62,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Montana",2014/10/01-2014/10/13,2014-10-01,Montana,60,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Nebraska",2014/10/01-2014/10/13,2014-10-01,Nebraska,73,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Nevada",2014/10/01-2014/10/13,2014-10-01,Nevada,54,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, New Hampshire",2014/10/01-2014/10/13,2014-10-01,New Hampshire,78,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, New Jersey",2014/10/01-2014/10/13,2014-10-01,New Jersey,60,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, New Mexico",2014/10/01-2014/10/13,2014-10-01,New Mexico,66,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, New York",2014/10/01-2014/10/13,2014-10-01,New York,55,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, North Carolina",2014/10/01-2014/10/13,2014-10-01,North Carolina,63,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, North Dakota",2014/10/01-2014/10/13,2014-10-01,North Dakota,66,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Ohio",2014/10/01-2014/10/13,2014-10-01,Ohio,73,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Oklahoma",2014/10/01-2014/10/13,2014-10-01,Oklahoma,70,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Oregon",2014/10/01-2014/10/13,2014-10-01,Oregon,45,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Pennsylvania",2014/10/01-2014/10/13,2014-10-01,Pennsylvania,69,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Rhode Island",2014/10/01-2014/10/13,2014-10-01,Rhode Island,100,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, South Carolina",2014/10/01-2014/10/13,2014-10-01,South Carolina,66,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, South Dakota",2014/10/01-2014/10/13,2014-10-01,South Dakota,86,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Tennessee",2014/10/01-2014/10/13,2014-10-01,Tennessee,75,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Texas",2014/10/01-2014/10/13,2014-10-01,Texas,56,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Utah",2014/10/01-2014/10/13,2014-10-01,Utah,87,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Vermont",2014/10/01-2014/10/13,2014-10-01,Vermont,55,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Virginia",2014/10/01-2014/10/13,2014-10-01,Virginia,57,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Washington",2014/10/01-2014/10/13,2014-10-01,Washington,60,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, West Virginia",2014/10/01-2014/10/13,2014-10-01,West Virginia,46,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Wisconsin",2014/10/01-2014/10/13,2014-10-01,Wisconsin,66,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/01-2014/10/13, Wyoming",2014/10/01-2014/10/13,2014-10-01,Wyoming,63,1989,1989,2014-10-27,Monday,-2,81,2014-10-13,64,2014-10-12
"2014/10/14-2014/10/26, Alabama",2014/10/14-2014/10/26,2014-10-14,Alabama,66,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Alaska",2014/10/14-2014/10/26,2014-10-14,Alaska,48,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Arizona",2014/10/14-2014/10/26,2014-10-14,Arizona,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Arkansas",2014/10/14-2014/10/26,2014-10-14,Arkansas,67,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, California",2014/10/14-2014/10/26,2014-10-14,California,63,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Colorado",2014/10/14-2014/10/26,2014-10-14,Colorado,65,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Connecticut",2014/10/14-2014/10/26,2014-10-14,Connecticut,80,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Delaware",2014/10/14-2014/10/26,2014-10-14,Delaware,62,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, District of Columbia",2014/10/14-2014/10/26,2014-10-14,District of Columbia,79,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Florida",2014/10/14-2014/10/26,2014-10-14,Florida,51,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Georgia",2014/10/14-2014/10/26,2014-10-14,Georgia,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Hawaii",2014/10/14-2014/10/26,2014-10-14,Hawaii,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Idaho",2014/10/14-2014/10/26,2014-10-14,Idaho,78,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Illinois",2014/10/14-2014/10/26,2014-10-14,Illinois,63,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Indiana",2014/10/14-2014/10/26,2014-10-14,Indiana,73,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Iowa",2014/10/14-2014/10/26,2014-10-14,Iowa,66,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Kansas",2014/10/14-2014/10/26,2014-10-14,Kansas,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Kentucky",2014/10/14-2014/10/26,2014-10-14,Kentucky,72,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Louisiana",2014/10/14-2014/10/26,2014-10-14,Louisiana,48,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Maine",2014/10/14-2014/10/26,2014-10-14,Maine,65,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Maryland",2014/10/14-2014/10/26,2014-10-14,Maryland,58,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Massachusetts",2014/10/14-2014/10/26,2014-10-14,Massachusetts,84,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Michigan",2014/10/14-2014/10/26,2014-10-14,Michigan,63,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Minnesota",2014/10/14-2014/10/26,2014-10-14,Minnesota,69,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Mississippi",2014/10/14-2014/10/26,2014-10-14,Mississippi,70,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Missouri",2014/10/14-2014/10/26,2014-10-14,Missouri,65,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Montana",2014/10/14-2014/10/26,2014-10-14,Montana,78,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Nebraska",2014/10/14-2014/10/26,2014-10-14,Nebraska,66,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Nevada",2014/10/14-2014/10/26,2014-10-14,Nevada,50,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, New Hampshire",2014/10/14-2014/10/26,2014-10-14,New Hampshire,76,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, New Jersey",2014/10/14-2014/10/26,2014-10-14,New Jersey,70,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, New Mexico",2014/10/14-2014/10/26,2014-10-14,New Mexico,49,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, New York",2014/10/14-2014/10/26,2014-10-14,New York,66,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, North Carolina",2014/10/14-2014/10/26,2014-10-14,North Carolina,61,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, North Dakota",2014/10/14-2014/10/26,2014-10-14,North Dakota,64,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Ohio",2014/10/14-2014/10/26,2014-10-14,Ohio,75,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Oklahoma",2014/10/14-2014/10/26,2014-10-14,Oklahoma,65,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Oregon",2014/10/14-2014/10/26,2014-10-14,Oregon,43,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Pennsylvania",2014/10/14-2014/10/26,2014-10-14,Pennsylvania,76,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Rhode Island",2014/10/14-2014/10/26,2014-10-14,Rhode Island,100,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, South Carolina",2014/10/14-2014/10/26,2014-10-14,South Carolina,66,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, South Dakota",2014/10/14-2014/10/26,2014-10-14,South Dakota,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Tennessee",2014/10/14-2014/10/26,2014-10-14,Tennessee,73,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Texas",2014/10/14-2014/10/26,2014-10-14,Texas,50,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Utah",2014/10/14-2014/10/26,2014-10-14,Utah,100,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Vermont",2014/10/14-2014/10/26,2014-10-14,Vermont,71,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Virginia",2014/10/14-2014/10/26,2014-10-14,Virginia,46,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Washington",2014/10/14-2014/10/26,2014-10-14,Washington,60,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, West Virginia",2014/10/14-2014/10/26,2014-10-14,West Virginia,57,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Wisconsin",2014/10/14-2014/10/26,2014-10-14,Wisconsin,70,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/14-2014/10/26, Wyoming",2014/10/14-2014/10/26,2014-10-14,Wyoming,35,1989,1989,2014-10-27,Monday,-1,70,2014-10-14,77,2014-10-14
"2014/10/27-2014/11/08, Alabama",2014/10/27-2014/11/08,2014-10-27,Alabama,64,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Alaska",2014/10/27-2014/11/08,2014-10-27,Alaska,53,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Arizona",2014/10/27-2014/11/08,2014-10-27,Arizona,56,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Arkansas",2014/10/27-2014/11/08,2014-10-27,Arkansas,74,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, California",2014/10/27-2014/11/08,2014-10-27,California,60,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Colorado",2014/10/27-2014/11/08,2014-10-27,Colorado,60,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Connecticut",2014/10/27-2014/11/08,2014-10-27,Connecticut,73,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Delaware",2014/10/27-2014/11/08,2014-10-27,Delaware,75,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, District of Columbia",2014/10/27-2014/11/08,2014-10-27,District of Columbia,71,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Florida",2014/10/27-2014/11/08,2014-10-27,Florida,51,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Georgia",2014/10/27-2014/11/08,2014-10-27,Georgia,50,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Hawaii",2014/10/27-2014/11/08,2014-10-27,Hawaii,62,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Idaho",2014/10/27-2014/11/08,2014-10-27,Idaho,68,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Illinois",2014/10/27-2014/11/08,2014-10-27,Illinois,57,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Indiana",2014/10/27-2014/11/08,2014-10-27,Indiana,76,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Iowa",2014/10/27-2014/11/08,2014-10-27,Iowa,74,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Kansas",2014/10/27-2014/11/08,2014-10-27,Kansas,54,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Kentucky",2014/10/27-2014/11/08,2014-10-27,Kentucky,72,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Louisiana",2014/10/27-2014/11/08,2014-10-27,Louisiana,62,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Maine",2014/10/27-2014/11/08,2014-10-27,Maine,70,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Maryland",2014/10/27-2014/11/08,2014-10-27,Maryland,59,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Massachusetts",2014/10/27-2014/11/08,2014-10-27,Massachusetts,77,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Michigan",2014/10/27-2014/11/08,2014-10-27,Michigan,58,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Minnesota",2014/10/27-2014/11/08,2014-10-27,Minnesota,67,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Mississippi",2014/10/27-2014/11/08,2014-10-27,Mississippi,67,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Missouri",2014/10/27-2014/11/08,2014-10-27,Missouri,65,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Montana",2014/10/27-2014/11/08,2014-10-27,Montana,61,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Nebraska",2014/10/27-2014/11/08,2014-10-27,Nebraska,70,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Nevada",2014/10/27-2014/11/08,2014-10-27,Nevada,48,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, New Hampshire",2014/10/27-2014/11/08,2014-10-27,New Hampshire,87,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, New Jersey",2014/10/27-2014/11/08,2014-10-27,New Jersey,65,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, New Mexico",2014/10/27-2014/11/08,2014-10-27,New Mexico,48,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, New York",2014/10/27-2014/11/08,2014-10-27,New York,74,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, North Carolina",2014/10/27-2014/11/08,2014-10-27,North Carolina,60,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, North Dakota",2014/10/27-2014/11/08,2014-10-27,North Dakota,83,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Ohio",2014/10/27-2014/11/08,2014-10-27,Ohio,66,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Oklahoma",2014/10/27-2014/11/08,2014-10-27,Oklahoma,69,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Oregon",2014/10/27-2014/11/08,2014-10-27,Oregon,34,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Pennsylvania",2014/10/27-2014/11/08,2014-10-27,Pennsylvania,80,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Rhode Island",2014/10/27-2014/11/08,2014-10-27,Rhode Island,100,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, South Carolina",2014/10/27-2014/11/08,2014-10-27,South Carolina,65,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, South Dakota",2014/10/27-2014/11/08,2014-10-27,South Dakota,77,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Tennessee",2014/10/27-2014/11/08,2014-10-27,Tennessee,75,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Texas",2014/10/27-2014/11/08,2014-10-27,Texas,64,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Utah",2014/10/27-2014/11/08,2014-10-27,Utah,78,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Vermont",2014/10/27-2014/11/08,2014-10-27,Vermont,75,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Virginia",2014/10/27-2014/11/08,2014-10-27,Virginia,40,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Washington",2014/10/27-2014/11/08,2014-10-27,Washington,57,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, West Virginia",2014/10/27-2014/11/08,2014-10-27,West Virginia,61,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Wisconsin",2014/10/27-2014/11/08,2014-10-27,Wisconsin,62,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/10/27-2014/11/08, Wyoming",2014/10/27-2014/11/08,2014-10-27,Wyoming,53,1989,1989,2014-10-27,Monday,0,70,2014-10-27,75,2014-10-27
"2014/11/09-2014/11/21, Alabama",2014/11/09-2014/11/21,2014-11-09,Alabama,69,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Alaska",2014/11/09-2014/11/21,2014-11-09,Alaska,48,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Arizona",2014/11/09-2014/11/21,2014-11-09,Arizona,66,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Arkansas",2014/11/09-2014/11/21,2014-11-09,Arkansas,65,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, California",2014/11/09-2014/11/21,2014-11-09,California,68,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Colorado",2014/11/09-2014/11/21,2014-11-09,Colorado,66,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Connecticut",2014/11/09-2014/11/21,2014-11-09,Connecticut,84,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Delaware",2014/11/09-2014/11/21,2014-11-09,Delaware,77,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, District of Columbia",2014/11/09-2014/11/21,2014-11-09,District of Columbia,79,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Florida",2014/11/09-2014/11/21,2014-11-09,Florida,51,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Georgia",2014/11/09-2014/11/21,2014-11-09,Georgia,52,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Hawaii",2014/11/09-2014/11/21,2014-11-09,Hawaii,70,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Idaho",2014/11/09-2014/11/21,2014-11-09,Idaho,72,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Illinois",2014/11/09-2014/11/21,2014-11-09,Illinois,61,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Indiana",2014/11/09-2014/11/21,2014-11-09,Indiana,80,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Iowa",2014/11/09-2014/11/21,2014-11-09,Iowa,81,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Kansas",2014/11/09-2014/11/21,2014-11-09,Kansas,53,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Kentucky",2014/11/09-2014/11/21,2014-11-09,Kentucky,69,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Louisiana",2014/11/09-2014/11/21,2014-11-09,Louisiana,72,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Maine",2014/11/09-2014/11/21,2014-11-09,Maine,78,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Maryland",2014/11/09-2014/11/21,2014-11-09,Maryland,71,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Massachusetts",2014/11/09-2014/11/21,2014-11-09,Massachusetts,79,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Michigan",2014/11/09-2014/11/21,2014-11-09,Michigan,70,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Minnesota",2014/11/09-2014/11/21,2014-11-09,Minnesota,74,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Mississippi",2014/11/09-2014/11/21,2014-11-09,Mississippi,65,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Missouri",2014/11/09-2014/11/21,2014-11-09,Missouri,61,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Montana",2014/11/09-2014/11/21,2014-11-09,Montana,56,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Nebraska",2014/11/09-2014/11/21,2014-11-09,Nebraska,75,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, Nevada",2014/11/09-2014/11/21,2014-11-09,Nevada,55,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, New Hampshire",2014/11/09-2014/11/21,2014-11-09,New Hampshire,76,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, New Jersey",2014/11/09-2014/11/21,2014-11-09,New Jersey,66,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, New Mexico",2014/11/09-2014/11/21,2014-11-09,New Mexico,50,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
"2014/11/09-2014/11/21, New York",2014/11/09-2014/11/21,2014-11-09,New York,71,1989,1989,2014-10-27,Monday,1,67,2014-11-11,77,2014-11-11
